,Label,preprocess_tweet,tweet_norm
140,Mendukung,cek ig kampus merdeka aja program program contoh program msibmagang stupen chanel magang merdeka udah info kait berkas daftar aja tinggal lu sesuain program yg pengn lu ikut,cek ig kampus merdeka aja program program contoh program msibmagang stupen chanel magang merdeka udah info kait berkas daftar aja tinggal lu sesuain program yg pengn lu ikut
141,Mendukung,program studi independen kampus merdeka jd tuh course dasar learning path yg ambil,program studi independen kampus merdeka jd tuh course dasar learning path yg ambil
142,Mendukung,anda gua terima itb aamiin ajar teori kadang ragu takut saking sibuk kuliah ngga luang upgrade hardskill solusi udh nadim program kampus merdeka ovt gua ngga kelar,anda gua terima itb aamiin ajar teori kadang ragu takut saking sibuk kuliah ngga luang upgrade hardskill solusi udh nadim program kampus merdeka ovt gua ngga kelar
143,Mendukung,gapapaa ak jg gt klo w jd lu si gua ikt program kampus merdeka si kinda pmm or iisma prepare magang merdeka studi indipenden,gapapaa ak jg gt klo w jd lu si gua ikt program kampus merdeka si kinda pmm or iisma prepare magang merdeka studi indipenden
144,Mendukung,perkara laptop berat enak bgt ya laptop aja udh servis kali kali duit servis jg duit bulan duit program kampus merdeka yg tabung,perkara laptop berat enak bgt ya laptop aja udh servis kali kali duit servis jg duit bulan duit program kampus merdeka yg tabung
145,Mendukung,kupu kupu tp pas pulang kuliah magangikut komunitasbelajar kalo maksimalin program dr kampus merdeka,kupu kupu tp pas pulang kuliah magangikut komunitasbelajar kalo maksimalin program dr kampus merdeka
146,Mendukung,oh ya gue program kampus merdeka organisasi kadang bantu dosen dapet ipk sks tambah program kampus merdeka sks an sks kalo gaksalah inti multitasking pinter manajemen aja,oh ya gue program kampus merdeka organisasi kadang bantu dosen dapet ipk sks tambah program kampus merdeka sks an sks kalo gaksalah inti multitasking pinter manajemen aja
147,Mendukung,lu tarik program kampus merdeka,lu tarik program kampus merdeka
148,Mendukung,kuat jugakelemahan dosen super muda debat buka yg bth cepat nalar kerap keteterandosen muda latar aktivis relatif fleksibel biasa ber discourseprogram kampus merdeka tolong,kuat jugakelemahan dosen super muda debat buka yg bth cepat nalar kerap keteterandosen muda latar aktivis relatif fleksibel biasa ber discourseprogram kampus merdeka tolong
149,Mendukung,cerita seru program kampus merdeka,cerita seru program kampus merdeka
150,Mendukung,betuuulll kalo kampus merdeka program kemendikbud magang sertifikat etc konversi sks iisma,betuuulll kalo kampus merdeka program kemendikbud magang sertifikat etc konversi sks iisma
151,Mendukung,yg program kampus merdeka temenku gituu tukar kemaren,yg program kampus merdeka temenku gituu tukar kemaren
152,Mendukung,program kampus merdeka anak himpun yg gak urus himanya,program kampus merdeka anak himpun yg gak urus himanya
153,Mendukung,emg real dek sial program kampus merdeka terap pas lulus himpun senior beh sengak kek kampus,emg real dek sial program kampus merdeka terap pas lulus himpun senior beh sengak kek kampus
154,Mendukung,ya allah kak moga urus mudah amp lancar ya moga kakak terima magang program kampus merdeka bank indonesia yaa aamiin makasih sempat ga nya beneran deh moga lolos amp terima yaa,ya allah kak moga urus mudah amp lancar ya moga kakak terima magang program kampus merdeka bank indonesia yaa aamiin makasih sempat ga nya beneran deh moga lolos amp terima yaa
155,Mendukung,cm gagal program kampus merdeka gagal,cm gagal program kampus merdeka gagal
156,Mendukung,banyak milih program kyk kampus merdeka gitu sih klo kampus benefitnya konversi nilai dapet sertif dapet uang saku,banyak milih program kyk kampus merdeka gitu sih klo kampus benefitnya konversi nilai dapet sertif dapet uang saku
157,Mendukung,mjb kampus merdeka yg program ya enak bgt konversi skripsi,mjb kampus merdeka yg program ya enak bgt konversi skripsi
158,Mendukung,tepat klo cari univ yg bagus karir alam turut mending jgn uin deh sempat cari alam kampus contoh program dr kampus merdekamagang karna naung kemenag,tepat klo cari univ yg bagus karir alam turut mending jgn uin deh sempat cari alam kampus contoh program dr kampus merdekamagang karna naung kemenag
159,Mendukung,kura tau sampe website program kampus merdeka bagi syarat mahasiswa ptn pts bawah naung kemendikbud cek langsung alam iseng nyoba magang merdeka yg dri uin status magang mandiri magang merdeka,kura tau sampe website program kampus merdeka bagi syarat mahasiswa ptn pts bawah naung kemendikbud cek langsung alam iseng nyoba magang merdeka yg dri uin status magang mandiri magang merdeka
160,Mendukung,tau jga nama tok uin ku bgt bilang kampus merdeka pdhl ya program dri fakultas yg sdh jalan tahun tpi ganti nama klo bukti coba aja klo kmu mahasiswa uin daftar program kampus merdeka yg resmi websitenya,tau jga nama tok uin ku bgt bilang kampus merdeka pdhl ya program dri fakultas yg sdh jalan tahun tpi ganti nama klo bukti coba aja klo kmu mahasiswa uin daftar program kampus merdeka yg resmi websitenya
161,Mendukung,program perintah kampus merdeka sksnya konversi gantiin skripsi dll,program perintah kampus merdeka sksnya konversi gantiin skripsi dll
162,Mendukung,cm nanya kampus merdeka udah terima program si offeringnya tanggal sender interview magang sore rencana nyoba interview studi independen ga rubah status,cm nanya kampus merdeka udah terima program si offeringnya tanggal sender interview magang sore rencana nyoba interview studi independen ga rubah status
163,Mendukung,nyata gua pdhl anak mene tp terima program kampus merdeka ajar about engineering,nyata gua pdhl anak mene tp terima program kampus merdeka ajar about engineering
164,Mendukung,udah tutup daftar kalo batch daftar batch aja kak buka kampus merdeka buka program studi independen,udah tutup daftar kalo batch daftar batch aja kak buka kampus merdeka buka program studi independen
165,Mendukung,sharing yg program kampus merdeka studi independen terima offerinh orbit riview alumni msib batch please,sharing yg program kampus merdeka studi independen terima offerinh orbit riview alumni msib batch please
166,Mendukung,cek ig kampus merdeka aja program program contoh program msibmagang stupen chanel magang merdeka udah info kait berkas daftar aja tinggal lu sesuain program yg pengn lu ikut,cek ig kampus merdeka aja program program contoh program msibmagang stupen chanel magang merdeka udah info kait berkas daftar aja tinggal lu sesuain program yg pengn lu ikut
167,Mendukung,program studi independen kampus merdeka jd tuh course dasar learning path yg ambil,program studi independen kampus merdeka jd tuh course dasar learning path yg ambil
168,Mendukung,anda gua terima itb aamiin ajar teori kadang ragu takut saking sibuk kuliah ngga luang upgrade hardskill solusi udh nadim program kampus merdeka ovt gua ngga kelar,anda gua terima itb aamiin ajar teori kadang ragu takut saking sibuk kuliah ngga luang upgrade hardskill solusi udh nadim program kampus merdeka ovt gua ngga kelar
169,Mendukung,gapapaa ak jg gt klo w jd lu si gua ikt program kampus merdeka si kinda pmm or iisma prepare magang merdeka studi indipenden,gapapaa ak jg gt klo w jd lu si gua ikt program kampus merdeka si kinda pmm or iisma prepare magang merdeka studi indipenden
170,Mendukung,perkara laptop berat enak bgt ya laptop aja udh servis kali kali duit servis jg duit bulan duit program kampus merdeka yg tabung,perkara laptop berat enak bgt ya laptop aja udh servis kali kali duit servis jg duit bulan duit program kampus merdeka yg tabung
171,Mendukung,kupu kupu tp pas pulang kuliah magangikut komunitasbelajar kalo maksimalin program dr kampus merdeka,kupu kupu tp pas pulang kuliah magangikut komunitasbelajar kalo maksimalin program dr kampus merdeka
172,Mendukung,oh ya gue program kampus merdeka organisasi kadang bantu dosen dapet ipk sks tambah program kampus merdeka sks an sks kalo gaksalah inti multitasking pinter manajemen aja,oh ya gue program kampus merdeka organisasi kadang bantu dosen dapet ipk sks tambah program kampus merdeka sks an sks kalo gaksalah inti multitasking pinter manajemen aja
173,Mendukung,program kampus merdeka jga wahh congratss reree,program kampus merdeka jga wahh congratss reree
174,Mendukung,program kampus merdeka ata macam kek course gitu,program kampus merdeka ata macam kek course gitu
175,Mendukung,organisasi sepi minat mahasiswa suka program kampus merdeka debat ttg kalo debat live ytb gue nonton,organisasi sepi minat mahasiswa suka program kampus merdeka debat ttg kalo debat live ytb gue nonton
176,Mendukung,kampus merdeka feelku nama permata ya apa lupa temen ku gitu ngejalanin sks program ajar sks ya kampus gitu ku sih emejing stres,kampus merdeka feelku nama permata ya apa lupa temen ku gitu ngejalanin sks program ajar sks ya kampus gitu ku sih emejing stres
177,Mendukung,sih gamasalah info kemaren sptjm reject tetep bangkit karna asli bangkit program kampus merdeka btw kemaren ga nge cek pake inspect element udh ovt duluan,sih gamasalah info kemaren sptjm reject tetep bangkit karna asli bangkit program kampus merdeka btw kemaren ga nge cek pake inspect element udh ovt duluan
178,Mendukung,bangkit ngga msib pure program nya google goto traveloka fasilitas kampus merdeka kerjasama biar gampang prosedur administrasi daftar logbook data angkat integrasi kampus merdeka,bangkit ngga msib pure program nya google goto traveloka fasilitas kampus merdeka kerjasama biar gampang prosedur administrasi daftar logbook data angkat integrasi kampus merdeka
179,Mendukung,klo kampus mu universitas sehh program magang merdeka coy klo cv mu kosong susahh cuman kalo kampus ngebebasin magang trus sektor perintah gampang tu,klo kampus mu universitas sehh program magang merdeka coy klo cv mu kosong susahh cuman kalo kampus ngebebasin magang trus sektor perintah gampang tu
180,Mendukung,program msib studi independen sertifikat program kampus merdeka batch i konversi sks nya sks,program msib studi independen sertifikat program kampus merdeka batch i konversi sks nya sks
181,Mendukung,dri gua mhsw semester bom organisasi samsek wk tp kmren ku ktrima jdi asisten lab yg wktunya flexible gaji senin besok semester jg program kampus merdeka lg coba jg jdi no worries sempat,dri gua mhsw semester bom organisasi samsek wk tp kmren ku ktrima jdi asisten lab yg wktunya flexible gaji senin besok semester jg program kampus merdeka lg coba jg jdi no worries sempat
182,Mendukung,coba ikut program kampus merdeka studi independen,coba ikut program kampus merdeka studi independen
183,Mendukung,mesti ngambil program mbkm merdeka ajar kampus merdeka aja magang usaha ilmupengalaman uang nilai makul kkn ambil konversi nilai magang usaha tsb kkn udah ga jaman,mesti ngambil program mbkm merdeka ajar kampus merdeka aja magang usaha ilmupengalaman uang nilai makul kkn ambil konversi nilai magang usaha tsb kkn udah ga jaman
184,Mendukung,bisaa konversi sks nya tpi coba ditanyain jelas korprodi gimana konversi full kdg mslh dri program kampus merdeka kampus kdg gak ngasih konversi full,bisaa konversi sks nya tpi coba ditanyain jelas korprodi gimana konversi full kdg mslh dri program kampus merdeka kampus kdg gak ngasih konversi full
185,Mendukung,haloo semester yaa kak requirements minimal d s ya kak kaka ikut program magang bumn magenta kampus merdeka hubung bem jurus kaka,haloo semester yaa kak requirements minimal d s ya kak kaka ikut program magang bumn magenta kampus merdeka hubung bem jurus kaka
186,Mendukung,kalo bingung konsul dospem ko gue nanya ttg program kampus merdeka aja dia gatau wkamwkakkwkakw,kalo bingung konsul dospem ko gue nanya ttg program kampus merdeka aja dia gatau wkamwkakkwkakw
187,Mendukung,kalo magang mandiri sih ga dapet ya kak kecuali program magang kampus merdeka paragon gitu gitu,kalo magang mandiri sih ga dapet ya kak kecuali program magang kampus merdeka paragon gitu gitu
188,Mendukung,sbg orang yg organisasi gua amin tweet lo liat liat ormawa tuh udah relevan kalo bawa value kembang softskills doang meanwhile program kaya kampus merdeka iisma dll dobrak biar org minat join,sbg orang yg organisasi gua amin tweet lo liat liat ormawa tuh udah relevan kalo bawa value kembang softskills doang meanwhile program kaya kampus merdeka iisma dll dobrak biar org minat join
189,Mendukung,ngab kalo kirim sptjm form revisi bangkit bangkit seleksi luar kampus merdeka km ga kampus merdeka langsung program bangkit,ngab kalo kirim sptjm form revisi bangkit bangkit seleksi luar kampus merdeka km ga kampus merdeka langsung program bangkit
190,Mendukung,gw sesal knp gak ngulik program kampus merdeka semester muda daftar gak ya udah telat bngt kek,gw sesal knp gak ngulik program kampus merdeka semester muda daftar gak ya udah telat bngt kek
191,Mendukung,gak lambat jalan program program kampus merdeka online courses hubung konsentrasi jurus online courses free dapet sertifikat lumayan,gak lambat jalan program program kampus merdeka online courses hubung konsentrasi jurus online courses free dapet sertifikat lumayan
192,Mendukung,mending magang asli program kampus merdeka bagi worth it bener ken organisasi ya organisasi yg kait profesi jurus anak akuntansi milih iai muda,mending magang asli program kampus merdeka bagi worth it bener ken organisasi ya organisasi yg kait profesi jurus anak akuntansi milih iai muda
193,Mendukung,pake web kampus merdeka smua program hrs upload cv,pake web kampus merdeka smua program hrs upload cv
194,Mendukung,coba kampus merdeka magang aja program perintah tp kalo ga kedapetan coba rakamin yg gratis yg magang virtual bootcamp,coba kampus merdeka magang aja program perintah tp kalo ga kedapetan coba rakamin yg gratis yg magang virtual bootcamp
195,Mendukung,like please semester kuliah gw gantung parah ama studi independen krn kampus gw bener gabuka matkul dgn asumsi mahasiswa program kampus merdeka tpi kalo program aja kayak nasib semester gw kabar,like please semester kuliah gw gantung parah ama studi independen krn kampus gw bener gabuka matkul dgn asumsi mahasiswa program kampus merdeka tpi kalo program aja kayak nasib semester gw kabar
196,Mendukung,kalo kampus merdeka web kampus merdeka ga magang program kampus merdeka daftanya situ,kalo kampus merdeka web kampus merdeka ga magang program kampus merdeka daftanya situ
197,Mendukung,terima internship msib terima part time custku yg terima program kampus merdeka kaya pmm km kalo butuh proof wa yaa sorry gabisa kasih rep trust issue testiku colong,terima internship msib terima part time custku yg terima program kampus merdeka kaya pmm km kalo butuh proof wa yaa sorry gabisa kasih rep trust issue testiku colong
198,Mendukung,program sampe kampus merdeka tukar mahasiswa negeri cari info bem hima nya deh staff akademik kampus disebarluaskan kampus info program tu tes interview nya,program sampe kampus merdeka tukar mahasiswa negeri cari info bem hima nya deh staff akademik kampus disebarluaskan kampus info program tu tes interview nya
199,Mendukung,program kampus merdeka lumayan uang jajan konversi sks ntar,program kampus merdeka lumayan uang jajan konversi sks ntar
200,Mendukung,sekian program kampus merdeka sih pmm tuh text hilang,sekian program kampus merdeka sih pmm tuh text hilang
201,Mendukung,tp mana gua syukur asa dibutuhin pas kampus merdeka kemarin temen gua sampe kali kali bilang makasih gua karna udah bantu program gua terharuu serius kayak orang yg ngerasa gua guna,tp mana gua syukur asa dibutuhin pas kampus merdeka kemarin temen gua sampe kali kali bilang makasih gua karna udah bantu program gua terharuu serius kayak orang yg ngerasa gua guna
202,Mendukung,id gin ya kak program kampus merdeka sedia perintah mas batasn kyk program studi sehat ga kampus merdeka kampus ga dukung ga buka kerjasama mahasiswa nya,id gin ya kak program kampus merdeka sedia perintah mas batasn kyk program studi sehat ga kampus merdeka kampus ga dukung ga buka kerjasama mahasiswa nya
203,Mendukung,ya gua bilang gantung kampus pas km aman jir karna emg yg program kampus merdeka naikin akreditasi fakultas yg minat,ya gua bilang gantung kampus pas km aman jir karna emg yg program kampus merdeka naikin akreditasi fakultas yg minat
204,Mendukung,kak ikut program bangkit salah lampir file sptjm kampus merdeka revisi sr sptjm gform document revision harap email kak,kak ikut program bangkit salah lampir file sptjm kampus merdeka revisi sr sptjm gform document revision harap email kak
205,Mendukung,kupu deket ama dosen haha karna fun fact tetep subjective nya temen angkat exchange bal self funded tu karna kenal dosen untung sabar ga program permata sakti kampus merdeka yg full funded,kupu deket ama dosen haha karna fun fact tetep subjective nya temen angkat exchange bal self funded tu karna kenal dosen untung sabar ga program permata sakti kampus merdeka yg full funded
206,Mendukung,cerita nangisin dosen kemarin program kampus merdeka milih universitas x alhamdulillah ketemu dosen manusiawi zoom bapak tanyain trus ku,cerita nangisin dosen kemarin program kampus merdeka milih universitas x alhamdulillah ketemu dosen manusiawi zoom bapak tanyain trus ku
207,Mendukung,alhamdulillah bbh program msib cair guyss untuk mahasiswa rekomendasi kampus merdeka worth it program serius katingku yg magang usaha langsung ditawarin full time situ,alhamdulillah bbh program msib cair guyss untuk mahasiswa rekomendasi kampus merdeka worth it program serius katingku yg magang usaha langsung ditawarin full time situ
208,Mendukung,kalo ub paham mekanisme gimana program kampus merdeka ajar beda kurikulum yg dipake kampus gak semhas sempro langsung kompre cari info sesuai bijak fakultas thank you,kalo ub paham mekanisme gimana program kampus merdeka ajar beda kurikulum yg dipake kampus gak semhas sempro langsung kompre cari info sesuai bijak fakultas thank you
209,Mendukung,dua si senggang tuh udah sibuk takut engga ukm dll rencana magang program kampus merdeka,dua si senggang tuh udah sibuk takut engga ukm dll rencana magang program kampus merdeka
210,Mendukung,dua aja saran tp biar ga ganggu akademik yg pengalamannua kalo udah smt krn sibuk krn program kampus merdeka jd smt atas dimanfaatin ikut mbkm,dua aja saran tp biar ga ganggu akademik yg pengalamannua kalo udah smt krn sibuk krn program kampus merdeka jd smt atas dimanfaatin ikut mbkm
211,Mendukung,tau kampus merdeka merdeka ajar program mbkm pengaruh gak nya sih gantung ya tp sistem kaya tukar ajar magang usaha bantu kaya relasi sertif alam,tau kampus merdeka merdeka ajar program mbkm pengaruh gak nya sih gantung ya tp sistem kaya tukar ajar magang usaha bantu kaya relasi sertif alam
212,Mendukung,agustus lumayan berat awal keriweuhan rencana konversi matkul program kampus merdeka lanjut libur ttp hectic mentor panitia ssm umum lkmm tm lantik ketua lupa jd ketupel st proker offline,agustus lumayan berat awal keriweuhan rencana konversi matkul program kampus merdeka lanjut libur ttp hectic mentor panitia ssm umum lkmm tm lantik ketua lupa jd ketupel st proker offline
213,Mendukung,ngucapin makasih temen temen kuliah temen dekat kuliah nunjukin panitia ngajak program kampus merdeka dll kerja at least cv ku gak kosong isi lop,ngucapin makasih temen temen kuliah temen dekat kuliah nunjukin panitia ngajak program kampus merdeka dll kerja at least cv ku gak kosong isi lop
214,Mendukung,infrastruktur jdi tempat dalam baik loh didik jg baik kurikulum tunjang kuota gratis salah bantu lebar peluang cari kerja program kampus merdeka beda yg,infrastruktur jdi tempat dalam baik loh didik jg baik kurikulum tunjang kuota gratis salah bantu lebar peluang cari kerja program kampus merdeka beda yg
215,Mendukung,mjb taun tukar mahasiswa yg dr program kampus merdeka kalo daftar websitenya coba follow ig pertukaranmahasiswamerdeka pmm tau smt ganjil,mjb taun tukar mahasiswa yg dr program kampus merdeka kalo daftar websitenya coba follow ig pertukaranmahasiswamerdeka pmm tau smt ganjil
216,Mendukung,berita abar lulus vokasi luas peluang kerja nya lulus program study sarjana s bijak perintah mbkm mbkm mbkm merdeka ajar kampus merdeka,berita abar lulus vokasi luas peluang kerja nya lulus program study sarjana s bijak perintah mbkm mbkm mbkm merdeka ajar kampus merdeka
217,Mendukung,milik alam kompeten bidang kerja skill jamin perintah program mbkm merdeka ajar kampus merdeka perintah lulus turun dunia kerja,milik alam kompeten bidang kerja skill jamin perintah program mbkm merdeka ajar kampus merdeka perintah lulus turun dunia kerja
218,Mendukung,nashwa prodi manajemen pasar kelompok bramanthy hasil fgd tema vokasi peran mahasiswa milik opini vokasi milik program kampus merdeka mahasiswa rasa dunia kerja,nashwa prodi manajemen pasar kelompok bramanthy hasil fgd tema vokasi peran mahasiswa milik opini vokasi milik program kampus merdeka mahasiswa rasa dunia kerja
219,Mendukung,lulus vokasi cari dunia kerja krn praktek teori fakultas vokasi milik sida lapang kerja luas program didik nya singkat program vokasi milik program kampus merdeka,lulus vokasi cari dunia kerja krn praktek teori fakultas vokasi milik sida lapang kerja luas program didik nya singkat program vokasi milik program kampus merdeka
220,Mendukung,miskomunikasi jelas lingkup fakultas berita kendala administrasi siap program magang merdeka ajar kampus merdeka mbkm pasti tutup,miskomunikasi jelas lingkup fakultas berita kendala administrasi siap program magang merdeka ajar kampus merdeka mbkm pasti tutup
221,Mendukung,cerita gabisa tidur overthinking jam pagi bikin tulis inspirasi live session kemarin mas statup campus program kampus merdeka btw anak mas ainun lucuk sekali,cerita gabisa tidur overthinking jam pagi bikin tulis inspirasi live session kemarin mas statup campus program kampus merdeka btw anak mas ainun lucuk sekali
222,Mendukung,universitas brawijaya terima mahasiswa inbound program mahasiswa merdeka pmm kemendikbudristek ajar kampus ub semester,universitas brawijaya terima mahasiswa inbound program mahasiswa merdeka pmm kemendikbudristek ajar kampus ub semester
223,Mendukung,nih sebenernya laku guru kek ada program kampus merdeka sekolah merdeka kurang ajar gaji dikit tuntut kerja pamrih ya ga gitu,nih sebenernya laku guru kek ada program kampus merdeka sekolah merdeka kurang ajar gaji dikit tuntut kerja pamrih ya ga gitu
224,Mendukung,tau kampus merdeka tuh program magang ganti kuliah deh kaya magang wajib kampus loh,tau kampus merdeka tuh program magang ganti kuliah deh kaya magang wajib kampus loh
225,Mendukung,sumpah kalo kuliah semester ayo cari program kampus merdeka keren keren worth to try gw nyesel udah lulus ga,sumpah kalo kuliah semester ayo cari program kampus merdeka keren keren worth to try gw nyesel udah lulus ga
226,Mendukung,udah program kampus merdeka gampang also dengerin bilang wasting time doang bener bener niat ajar gaada nama wasting time,udah program kampus merdeka gampang also dengerin bilang wasting time doang bener bener niat ajar gaada nama wasting time
227,Mendukung,program kampus merdeka bantu mahasiswa rasa langsung proses ajar ajar,program kampus merdeka bantu mahasiswa rasa langsung proses ajar ajar
228,Mendukung,rangka dukung program perintah bidang didik kait program kampus merdeka guru tinggisekolah negeri swasta indonesia sekolah ilmu tani stiper dharma wacana metro ada lokakarya kurikulum,rangka dukung program perintah bidang didik kait program kampus merdeka guru tinggisekolah negeri swasta indonesia sekolah ilmu tani stiper dharma wacana metro ada lokakarya kurikulum
229,Mendukung,tips kuliah lg alam ajar program kampus merdeka seru manfaat uang saku turun,tips kuliah lg alam ajar program kampus merdeka seru manfaat uang saku turun
230,Mendukung,selamat mahasiswa yg sdh lulus program msib terima kasih mitra mahasiswa yg partisipasi dlm dukung sukses laksana program msib kampus merdeka ri,selamat mahasiswa yg sdh lulus program msib terima kasih mitra mahasiswa yg partisipasi dlm dukung sukses laksana program msib kampus merdeka ri
231,Mendukung,giat laksana mahasiswa ikut giat tukar mahasiswa merdeka kampus ajar program iisma milik kesiap laksana giat ikut universitas nasional internasional tuju,giat laksana mahasiswa ikut giat tukar mahasiswa merdeka kampus ajar program iisma milik kesiap laksana giat ikut universitas nasional internasional tuju
232,Mendukung,moga laksana program praktisi ajar tambah wawas mahasiswa implementasi merdeka ajar kampus merdeka sumber berita prodi tg ftke usakti humas ftke usakti,moga laksana program praktisi ajar tambah wawas mahasiswa implementasi merdeka ajar kampus merdeka sumber berita prodi tg ftke usakti humas ftke usakti
233,Mendukung,program kampus merdeka bagus ya pas angkat gue gak,program kampus merdeka bagus ya pas angkat gue gak
234,Mendukung,anak magang yg program kampus merdeka kantor mau bikin asset photoshop kalo update story whatsapp ngedesain pake illustrator neng bener liat,anak magang yg program kampus merdeka kantor mau bikin asset photoshop kalo update story whatsapp ngedesain pake illustrator neng bener liat
235,Mendukung,iri kampus non uin program merdeka ajar,iri kampus non uin program merdeka ajar
236,Mendukung,program kampus merdeka nadiem tau mahasiswa semeater yg magang kampus ajar uang saku dana dana lpdp dosen sempat short course ln kek lakik we kemarin dana lpdp jugak,program kampus merdeka nadiem tau mahasiswa semeater yg magang kampus ajar uang saku dana dana lpdp dosen sempat short course ln kek lakik we kemarin dana lpdp jugak
237,Mendukung,antusiasme thd program magang kampus merdeka ketimbang kuliah prodi ilmu tantang sungguh kelak ya kuliah,antusiasme thd program magang kampus merdeka ketimbang kuliah prodi ilmu tantang sungguh kelak ya kuliah
238,Mendukung,cm ketrima magang program kampus merdeka magang tuh wajib konversi sks konversi ya sks ku udah,cm ketrima magang program kampus merdeka magang tuh wajib konversi sks konversi ya sks ku udah
239,Mendukung,gantung butuh wajib skeptis minat thanks kampus merdeka instansi larang larang instansi sedia program silang rumpun ilmu tingkat didik sks,gantung butuh wajib skeptis minat thanks kampus merdeka instansi larang larang instansi sedia program silang rumpun ilmu tingkat didik sks
240,Mendukung,astaga bangga circel positif kek lolos program kampus merdeka moga gua nyusul ya bestie,astaga bangga circel positif kek lolos program kampus merdeka moga gua nyusul ya bestie
241,Mendukung,program magang kampus merdeka bagus lo yg cocok passion arti iseng lingkung yg surpotif abai internal uang utama hahaha lanjur,program magang kampus merdeka bagus lo yg cocok passion arti iseng lingkung yg surpotif abai internal uang utama hahaha lanjur
242,Mendukung,iri ngeliat adek adek tingkat yg manfaatin program kampus merdeka,iri ngeliat adek adek tingkat yg manfaatin program kampus merdeka
243,Mendukung,btw congratss yg terima program kampus merdeka ygy,btw congratss yg terima program kampus merdeka ygy
244,Mendukung,gue daftar mbkm wish me luck terima yah,gue daftar mbkm wish me luck terima yah
245,Mendukung,iri orang magang mbkm eug jebak jadwal gunung,iri orang magang mbkm eug jebak jadwal gunung
246,Mendukung,bayangin lu udah lancar regis mbkm acc ampe lolos ngambil kirim ginian waldos,bayangin lu udah lancar regis mbkm acc ampe lolos ngambil kirim ginian waldos
247,Mendukung,aplgi tmn deket dah pd dpt mbkm ntar gue sana main ama,aplgi tmn deket dah pd dpt mbkm ntar gue sana main ama
248,Mendukung,lg program mbkm pikir jenapa sih dateng gak online aja ribet bgt asa tes seleksi interview online deh,lg program mbkm pikir jenapa sih dateng gak online aja ribet bgt asa tes seleksi interview online deh
249,Mendukung,kelompok mbkm gue blm yg sempro,kelompok mbkm gue blm yg sempro
250,Mendukung,kaprodiku konteks program mbkm kendala lumayan fatal bingung gimana ngakalinnya,kaprodiku konteks program mbkm kendala lumayan fatal bingung gimana ngakalinnya
251,Mendukung,cm bingung sem mbkm magang konvensi sks mbkm internal sks sem sempro magang,cm bingung sem mbkm magang konvensi sks mbkm internal sks sem sempro magang
252,Mendukung,mbkm kamjarr yaa puji tuhan lolos kamjar semester,mbkm kamjarr yaa puji tuhan lolos kamjar semester
253,Mendukung,kak aman mbkm sks sks kuliah kampus,kak aman mbkm sks sks kuliah kampus
254,Mendukung,smbil nggu terang mbkm sikadu abs kabur,smbil nggu terang mbkm sikadu abs kabur
255,Mendukung,daftar mbkm kait alam kampus salah satu organisasi banyak orang gak nyoba ningkatin value,daftar mbkm kait alam kampus salah satu organisasi banyak orang gak nyoba ningkatin value
256,Mendukung,mbkm gatau dosen gimana will i survive the courses later program kampus lakuin doing good or kelas nabrak jam ngajar gimana nilai aman too much questions so it hurts my head sm perut perih lol,mbkm gatau dosen gimana will i survive the courses later program kampus lakuin doing good or kelas nabrak jam ngajar gimana nilai aman too much questions so it hurts my head sm perut perih lol
257,Mendukung,konversi sks mbkm smt kemarin udh paus,konversi sks mbkm smt kemarin udh paus
258,Mendukung,alas knp ken mbkm smpe skripsi ga betah gua jg cape jd beban orang tua yg bayar ukt kost uang bulan mbkm dana cover kostbiaya hidup full ga mbkm yo piyee wes mumettt kepala,alas knp ken mbkm smpe skripsi ga betah gua jg cape jd beban orang tua yg bayar ukt kost uang bulan mbkm dana cover kostbiaya hidup full ga mbkm yo piyee wes mumettt kepala
259,Mendukung,aaaakk bener sih ak smester udah bbrp kali aktif panit sm organisasi trs ngerasa coba cari magang yg worth it cantik cv mbkm smt tuh tinggal gimana bikin timelinenya,aaaakk bener sih ak smester udah bbrp kali aktif panit sm organisasi trs ngerasa coba cari magang yg worth it cantik cv mbkm smt tuh tinggal gimana bikin timelinenya
260,Mendukung,lapor mbkm kelompok yhhh ngisi besok anggota kelompok udah nanyain ketua kelompok satsetsatset,lapor mbkm kelompok yhhh ngisi besok anggota kelompok udah nanyain ketua kelompok satsetsatset
261,Mendukung,uji mbkm kemaren gue beli mixue sharing temen beli boba sundae asa enak gilir gue beli gue b aja anying,uji mbkm kemaren gue beli mixue sharing temen beli boba sundae asa enak gilir gue beli gue b aja anying
262,Mendukung,organisasi mending cari aman ngurangin giat yg ganggu aktivitas mahasiswa mbkm ga jalan org nya milih mbkm,organisasi mending cari aman ngurangin giat yg ganggu aktivitas mahasiswa mbkm ga jalan org nya milih mbkm
263,Mendukung,dilema mahasiswa beda bingung duh milih organisasi ya klo bingung milih mbkm yg v,dilema mahasiswa beda bingung duh milih organisasi ya klo bingung milih mbkm yg v
264,Mendukung,ngga ngejar uang si worth it si dapet revou mbkm bayar jt free,ngga ngejar uang si worth it si dapet revou mbkm bayar jt free
265,Mendukung,sumpahhh kayak gin tuh adaaa gokilll kayak kahim kemarin organisasi periode tetep mbkm pwc anjirrr,sumpahhh kayak gin tuh adaaa gokilll kayak kahim kemarin organisasi periode tetep mbkm pwc anjirrr
